id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
0645462f-0e39-453f-bfc1-a4028c8f4b63,Gustatory hallucinations can be associated with which of the following condition?,PTSD,Grand mal epilepsy,Temporal lobe epilepsy,Alcohol use disorder,2,multi,"Ans. C. Temporal lobe epilepsy* Ictal gustatory hallucinations is the experience of a taste due to a focal seizure in the absence of an environmental stimulus of the sensation. It is frequently connected with temporal lobe epilepsy.* Temporal lobe epilepsy may be simple partial, complex partial or secondarily generalized seizures which have their onset in childhood or young adulthood, most common form of temporal lobe epilepsy are Mesial temporal seizures.* Characteristics of the seizures are-1. Rising epigastric discomfort2. Nausea, marked autonomic signs3. Belching, pallor, fullness of face4. Flushing, pupil dilatation, fear, respiratory arrest, panic and olfactory gustatory hallucinations.Visual hallucinations can vary greatly in sophistication from simple colors or flashing lights in epilepsy arising in the calcarine cortex to complex visual perception hallucinations in posterior temporal association areas.In addition, auditory hallucinations can vary in complexity and frequently occur in seizures arising in the Herschel gyrus.",Psychiatry,Miscellaneous
aaa393d4-f24f-4081-80d1-b08e5865ac75,All are true about dementia except,Loss of sho term memory,Loss of long term memory,Deterioration of personality,Impaired learning,1,multi,"Dementia is a chronic organic mental disorder, characterized by the following main clinical features: 1. Impairment of intellectual functions, 2. Impairment of memory (predominantly of recent memory, especially in early stages), 3. Deterioration of personality with lack of personal care. Reference: A sho textbook of Psychiatry by Niraj Ahuja, page no.22.",Psychiatry,Organic mental disorders
428da4b0-cbad-4fa7-bdd4-7adbd6f59f32,Obsessive attention by an individual towards another person is called -,Stalking,Percieving,Following,Pressurizing,0,multi,"A ns. is 'a' i.e., Stalking Stalkingo Stalking is unwanted or obsessive attention by an individual or group toward another person,o Stalking behaviors are related to harassment and intimidation and may include following the victim in person or monitoring them. The word stalking is used, with some differing meanings, in psychology and psychiatry' and also in some legal jurisdictions as a term for a criminal offense.",Psychiatry,Personality Disorders
1817732f-1c4a-4d41-a6c4-958c4bf4f017,False regarding anorexia nervosa:,Psychiatric symptoms such as depression may be associated,Excessive exercising can be a feature,Weight loss is a feature,Decreased appetite is a feature,3,multi,"The appetite of patients with anorexia is normal and as such there is no anorexia in anorexia nervosa. Characteristic features of Anorexia nervosa: Disturbance of body image Excessive fear of weight gain despite being very thin Restriction of energy intake resulting in significantly less weight than normal (according to ICD- II BMI < 18.5 Kg/m2). Severity is according to BMI.Medical signs and symptoms of starvation such as amenorrhea, lanugo (neonatal hairs), hypothermia dependent edema and bradycardia Mostly seen in adolescent females. Misnomer (there is no anorexia in anorexia nervosa) Poor sexual development (adolescent), low interest in sexual activities (adults) Endocrine abnormalities (Decreased FSH, LH, CRH, increased Coisol) Peculiar behavior about food (they do many things with foods, but they will not eat) Secretive and deny any symptoms (they refuse to accept that they have problem)",Psychiatry,Eating Disorders
5d13a5f7-c4ac-4b00-a3d2-f474eda5d777,"""Agarophobia"" is described as which of the following?",Fear of closed spaces,Fear of crowds,Fear of Night,Fear of Height,1,single,"Ans. B. Fear of crowdsAGORAPHOBIAa. Irrational & undue phobia of a particular situation is known as agoraphobia.b. This is an example of irrational fear of situation.c. It is commonest type of phobia encountered in clinical practice.d. Women outnumber men in suffering agoraphobiase. It is characterized by irrational fear of being in places away from familiar setting of homes.f. Although it was earlier thought to be a fear of open spaces only now it includes fear of open space, public places, crowded places, any other place where there is no escape from public view.g. In fact patient is afraid of all the places or situation from where escape may be difficult, or help may not be available if he suddenly develops embarrassing or incapacitating symptoms.h. These embarrassing or incapacitating symptoms are the classical symptoms of public phobia.i. A full-blown panic attack may occur (agoraphobia with panic disorder) or only a few symptoms like dizziness or tachycardia may occur (agoraphobia without panic disorder).",Psychiatry,Neurotic Disorders
5bd10cd2-c942-4f65-bedc-ef22ef7982c4,Increased suicidal tendency is associated with -,Increased Noraderenaline,Decreased Serotonin,Decreased Dopamine,Increased GABA,1,single,"Ans. is 'b' i.e., Decreased Serotonin o Patient with suicide has decreased level of serotonin metabolite (5-HIAA) in urine & plasma. Thus indirectly we can say that suicide is associated wdth decreased levels of serotonin and hence there is a decrease in the level o^ serotonin metabolites.",Psychiatry,Major Depression
bfde591b-035e-4d20-98b1-602d1f9ea996,"A 60-year-old man is found roaming aimlessly by a shopkeeper and brought him to the hospital. He was unable to tell his address. The blood investigation assay revealed: Na+115 mEq/L, K+ 3.2 mEq/L. Which of the following is the most likely diagnosis?",Multi - infarct dementia,Delirium,Alzheimer's disease,Dissociative fugue,1,single,"Ans. B DeliriumDelirium, also known as acute confusional state, is an organically caused decline from a previous baseline level of mental function that develops over a short period of time, typically hours to days. Delirium is a syndrome encompassing disturbances in attention, consciousness, and cognition. It may also involve other neurological deficits, such as psychomotor disturbances (e.g. hyperactive, hypoactive, or mixed), impaired sleep-wake cycle, emotional disturbances, and perceptual disturbances (e.g. hallucinations and delusions), although these features are not required for diagnosis. Delirium is caused by an acute organic process, which is a physically identifiable structural, functional, or chemical problem in the brain that may arise from a disease process outside the brain that nonetheless affects the brain. It may result from an underlying disease process (e.g. infection, hypoxia, dehydration, electrolyte imbalance), side effect of a medication, withdrawal from drugs, over-consumption of alcohol, or from any number of factors affecting one's overall health (e.g. malnutrition, pain, etc.). In contrast, fluctuations in mental status/function due to changes in primarily psychiatric processes or diseases (e.g. schizophrenia, bipolar disorder) do not, by definition, meet the criteria for 'delirium.'",Psychiatry,Miscellaneous
e300950c-e209-4cc9-9784-8d36a18874d5,Pyromania refers to an irresistible urge to -,Set things on fire,Eat out of proportion,Sleep for long periods,None,0,multi,"Ans. is 'a' i.e., Set things on fire",Psychiatry,Mood Disorders
68d01af1-4fc0-4691-b5e8-b1fe3c2c5dba,A woman has mild depressive symptoms after few days of delivery which disappears within 2 weeks of the postpaum period. The most likely cause is ______,Post-paum blues,Mania,Post-paum psychosis,Major depression,0,single,"The patient has mild depressive symptoms after a few days of delivery which resolved spontaneously; this is characteristic of postpaum blues. During this period the patient may experience mood lability, sadness, dysphoria, subjective confusion, and tearfulness. These feelings have been ascribed to rapid changes in women's hormonal levels, the stress of childbih, and the awareness of the increased responsibility that motherhood brings. This usually resolve spontaneously.",Psychiatry,FMGE 2019
5f2f5c91-48a2-4dea-a25e-d13743b46570,All of the following are seen in anxiety except:,Decreased sweating,Hyperventilation,Cold extremities,Palpitations,0,multi,Symptoms of Anxiety disorder Psychological Fearful anticipation Irritability Sensitivity to noise Restlessness Poor concentration Depression Obsessions Depersonalization Physical Difficulty in swallowing Gastrointestinal Epigastric discomfo Excessive wind (due to air swallowing) Frequent or loose motions Respiratory Constriction in the chest Difficulty inhaling Overbreathing Cardiovascular Palpitations Discomfo in chest Awareness of missed beats Genitourinary Frequent or urgent micturition Failure of erection Menstrual discomfo Amenorrhoea Neuromuscular Tremor Prickling sensations Tinnitus Dizziness (unsteadiness rather than a rotational sensation) Bilateral headache Aching muscles (especially in the back and shoulders) Sleep disturbance Insomnia Night terrors,Psychiatry,"Neurotic, Stress Related and Somatoform Disorders"
d8a21b83-5a36-417b-90b4-8d887c6ce493,Schizotypal personality belongs to which cluster of personality disorders?,A,B,C,D,0,single,"Ans. is 'a' i.e., A Personality disorderso Ciustor A : Paranoid, Schizoid, Schizotypal.o Ciustor B : Antisocial (Dissocial), Histrionic, Narcissistic, Borderline.o Ciustor C : Anxious {avoidant). Dependent, obsessive - compulsive (anankastic).",Psychiatry,Personality Disorders
92537300-3ccb-4c7e-b7b4-f01ec10e75b2,All are used for schizophrenia Except,Chlorpromazine,Clozapine,Risperidone,Venlafaxine,3,multi,"Selective serotonin-norepinephrine reuptake inhibitors (SNRIs) include venlafaxine, its metabolite desvenlafaxine, and duloxetine. In addition to their use in major depression, other applications of the SNRIs include the treatment of pain disorders including neuropathies and fibromyalgia. SNRIs are also used in the treatment of generalized anxiety, stress urinary incontinence, and vasomotor symptoms of menopause. chlorpromazine is a type of typical antipsychotic introduced by Delay and Denniker Risperidone is a atypical antipsychotic Clozapine is a second generation antipsychotic used for treatment resistant schizophrenia Clozapine, risperidone are atypical antipsychotic drugs chlorpromazine is a phenothiazine antipsychotic, can be used in schizophrenia Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no. 1010",Psychiatry,All India exam
51863a42-f2b4-4ec1-a302-ee83553af88c,A 40 year old male is admitted with complaints of abdominal pain and headache. General physical examination revealed six scars on the abdomen from previous surgeries. He seems attention from the nurses. He demands multiple diagnostic tests including a liver biopsy. The treating team failed to diagnose any major physical illness in the patient. His mental status examination did not reveal any major psychopathology. One of the treating staff recognized him to have appeared in several other hospitals with abdominal pain and some other vague complaints. He is most likely suffering from:,Schizophrenia,Malingering,Somatization disorder,Factitious disorder,3,single,The history of multiple scars from previous surgeries Seeking attention from nurses Maintenance of sick role Demands for multiple diagnostic tests and identification by a staff all suggest a factitious disorder.,Psychiatry,"Neurotic, Stress Related and Somatoform Disorders"
d9bc84c2-d92b-4e0c-b054-40c82976bb8f,Which of the following is a first rank symptom in Schizophrenia?,Delusions,Thought insertion,Perceptional hallucinations,Word salad,1,multi,"Ans: B (Thought insertion) Ref: Synopsis of psychiatry, Kaplan & Sadock, 10th editionExplanationSchneider described a set of symptoms which were characteristic (but not pathognomonic) of schizophrenia.They are grouped as follows- Auditory hallucinations of following characteristicsdeg Voices heard arguing/discussing or giving instructions/eommanding (2nd person)deg Voices heard commenting on one's actions (running commentary, usually describing the patient in the 3rd person)deg Thought echo (thoughts being heard aloud in one's mind)deg Thought insertion (thoughts are ascribed to other people who are intruding into the patient's mind)deg Thought withdrawal (feeling that one's thoughts are being sucked by means like chips)deg Thought broadcasting (also called thought diffusion- where one's thoughts are known to others by means of internet/mobile etc)- Somatic passivity experiences (delusions of control /of being controlled i.e. he/she is nothing but a doll & his/her speech/activities are controlled by external agents/alien forces)- Delusional perception (Sudden delusional idea after a normal perception e.g., suddenly believing that one is the king after seeing a horsef)",Psychiatry,Schizophreniform Disorder
77c4e0c7-16d1-4bc7-b1bf-96d0afb9155b,Delusional belief about subjective double is called:,Doppelganger,Autoscopy,Delusion of misidentification,Depersonalization,0,multi,Doppelganger is the delusional belief that there is a subjective double. Delusion of misidentification are of two types - positive and negative. Negative misidentification is called as Capgras syndrome. Positive misidentification is called as Fregoli's syndrome. Autoscopy is looking oneself externally and knowing it as themselves.,Psychiatry,Schizophrenia Spectrum and Other Psychotic Disorders
b0686beb-fb7b-4dc7-93b1-97c7bf107b47,A first year psychiatric resident is interviewing a patient in psychiatry ward. Which out of the following is the better test for recent memory?,Subtract 7 from 100,Place of birth,How many siblings they have?,What patient had in their last meal?,3,single,"Ans. D. What patient had in their last meal?Recent memory is the ability to remember what has been experienced within the past few hours, days, or weeks. It is assessed by asking patients to describe how they spent the past 24 hours, such as what they had to eat for their last meal. Remote, or long-term, memory is the ability to remember events in the distant past. Memory for the remote past can be evaluated by inquiring about important dates in patients' lives, such as their date of birth or how many siblings they have. The answers must be verifiable. Subtracting 7 from 100 is more a test of concentration. Asking who the president of the United States is tests the general fund of information.",Psychiatry,Miscellaneous
368f3bfa-87b2-4e7c-b853-9cd7f7710c03,Alcoholic paranoia is associated with:,Fixed delusions,Hallucinations,Drowsiness,Impulsivity,0,multi,Alcoholic paranoia usually presents with delusion of infidelity (also known as morbid jealousy). Patient with delusion of infidelity has a false belief that his paner/spouse is having an affair.,Psychiatry,Schizophrenia Spectrum and Other Psychotic Disorders
20b1e008-9540-42c4-b375-2ad6f0b24cb4,Therapeutic exposure is a form of,Behaviour therapy,Psychoanalysis,Cognitive therapy,Suppoive therapy,0,single,"Main line of management for phobias is psychological management The main management is exposure which can be done in several ways which is explained below SYSTEMATIC DESENSITIZATION JOSEPH WOLPE Joseph Wolpe gave the concept of systematic desensitization This is a treatment used in phobia In phobia there is a conditioned fear response to aversive neutral stimulus and avoidance of that response leads to phobia Whenever there is a fear response there is stimulation of sympathetic system In that case stimulation of parasympathetic system by relaxation there is reduction in anxiety First step is to make a step ladder which are arranged based on the severity Then is go step by step and along with doing applied relaxation Slowly the the sympathetic system is reduced The patient will be able to approach stimulus without anxiety Ref.Kaplon and sadock, synopsis of psychiatry, 11 th edition, pg no. 398",Psychiatry,Treatment in psychiatry
0611d1a9-7be2-4a44-bf29-f2747f0a8ed4,"According to Sigmund Freud, primary process thinking is",Illogical and Bizarre,Rational,Absent during sleep,Logical and Unconscious,0,single,"The id is theorised to be the original state of human mental apparatus with which a newborn baby is born. It is totally unconscious, containing the basic drives and instincts concerned with survival, sexual drive and aggression. It is characterised by primary process thinking and is based on the pleasure principle, lacking any direct link with reality. The only urge of these drives is immediate gratification. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no.206",Psychiatry,Cognitive development and defence mechanism
63bff840-9a2d-4361-8bd8-fc91933f8117,Providing 'Limited information' as pa of therapy process is pa of which of the following therapy?,ERP,PLISSIT,DBT,BEBT,1,single,PLISSIT model of therapy is useful in sexual dysfunction management. The components of PLISSIT model are: P - Permission LI - Limited Information SS - Specific Suggestions IT - Intensive Therapy,Psychiatry,Sexual Disorders
d8d9e5e6-8452-4313-a574-27514ef29b34,Which of the following drug is not used in the treatment of akathisia?,Benzodiazepam,Propranolol,Trihexyphenidyl,Haloperidol,3,single,"Akathisia refers to somatic restlessness which occur in patients treated with first generation antipsychotics. Among the options given haloperidol is an old generation antipsychotic which causes a side effect of akathisia. Drugs commonly used to treat akathisia are propranolol, benzodiazepines and anticholinergics. REF : Oxford text book of psychiatry 3rd Ed.",Psychiatry,All India exam
c6877697-8135-4de5-9ca6-b24ce4138ede,All are reversible causes of dementia except -,Hypothyroidism,Hydrocephalus,Meningoencephalitis,Alzheimer's disease,3,multi,"Ans. is 'd' i.e., Alzhimer's disease Reversible causes of dementia1) Surgically treatable :- Normal pressure hydrocephalus, brain tumors (frontal lobe tumor), meningioma, subdural hematoma due to head injury, hydrocephalus.2) Medically treatable :- Depression, hypothyroidism, alcohol abuse, vitamin B Jfolate/Niacin deficiency, any metabolic or endocrine disturbance, neurosyphilis, Hashimoto's encephalopathy, Wilson's disease, celiac disease, whipple's disease, chronic meningoencephalitis, drugs and toxin (toxic dementia).Irreversible causes of dementia :- Alzheimer's disease, vascular (multi-infarct) dementia, Parkinsonism, Huntington 9s chorea, Lewy body dementia, Pick's disease.",Psychiatry,Degenerative Disorders
76386cda-049a-47a6-aef4-1060b1e7142d,An 18 year old boy presented with a belief that his penis is retracting in the abdomen and he will die when it complete retracts. What is this disorder called as?,Dhaat syndrome,Koro,Latah,Munchausen syndrome,1,multi,"* Koro: The patient has a fear that his penis will retract into the abdomen and would result in death Culture-bound syndromes are the disorders that are limited to a paicular culture and are not seen worldwide. Few common culture-bound syndromes are: * Dhat syndrome: It is prevalent in the Indian subcontinent. The patient has a belief that he is passing semen in urine and this is resulting in physical and mental weakness. * Latah: It is characterized by automatic obedience, echolalia and echopraxia. Munchausen syndrome is a factitious disorder in which there is a willful production of symptoms to get medical attention .",Psychiatry,"Neurotic, Stress Related and Somatoform Disorders"
1a8bc7f8-2848-4a11-85cd-5e322f2f609a,The following is suggestive of an organic cause of behavioral symptoms:,Formal thought disorder,Auditory hallucinations,Delusion of guilt,Prominent visual hallucinations,3,multi,"The presence of prominent visual hallucinations is a strong pointer towards an organic cause (i.e. a disturbance of brain parenchyma such as tumors). Although visual hallucinations can occur in schizophrenia, however, they are not as common as auditory hallucinations. Formal thought disorders are characteristic of schizophrenia. Delusion of guilt can be a feature of schizophrenia or depression with psychotic symptoms.",Psychiatry,Basics of Psychiatry
37bd5aef-4559-4c7b-932d-9e4a030b0c53,Following drugs are used in the treatment of ADHD:,Amphetamine,Modafinil,Methylphenidate,All of the above,3,multi,"Pharmacotherapy: Stimulants Non stimulants Methylphenidate, dexmethylphenidate Atomoxetine Amphetamines Bupropion Modafinil Clonidine, Guanfacine Venlafaxine - Stimulants are the preferred group of drugs in children with ADHD - Methylphenidate is the drug of choice for ADHD children * Atomoxetine is efficacious for ADHD and has modest antidepressant activity. * Similarly, many studies have shown efficacy for depressive and ADHD symptoms with the use of bupropion. However, it is known to lower the seizure threshold and as such would not be a recommended drug of choice in a patient with a history of seizure disorder.",Psychiatry,Child Psychiatry
390b7080-00f0-4832-93b8-29a22f551d2d,All are defence mechanisms for ego except,Projection,Conversion,Reaction formation,Transference,3,multi,"Transference: it is the process of the patient unconsciously and inappropriately displacing onto individuals in his or her current life those patterns of behaviour and emotional reactions that originated with significant figures from earlier in life, often childhood. in the clinical situation the displacement is onto the psychiatrist. Counter transference: process by which the physician unconsciously displaces onto the patient patterns of behaviours or emotional reactions as if it he or she were a significant figure from earlier in the physician's life. ref: Synopsis of Psychiatry, 11e, pg 194.",Psychiatry,Cognitive development and defence mechanism
e06864bd-c7cb-4060-968b-c5fb0bd3ff3d,An elderly gentleman develops severe depression. This condition is called:,Involutional melancholia,Late onset melancholia,Pseudo-dementia,Atypical depression,0,multi,"Involutional melancholia was described by Emil Kraepelin. It is characterized by severe and agitated depression in elderly individuals. It can be associated with secondary delusions, hallucinations and other psychotic experiences. It is quite common to see hypochondriacal ideas/delusions in these individuals. Atypical depression has carbohydrate craving rather than avoidance",Psychiatry,Mood Disorders
fd8dbb96-8a75-40da-b40c-08416cb7878c,Best indication for ECT is:,Depression with suicidal tendencies,Mania,Hysteria,Schizophrenia,0,single,"A ref: Ahuja, 4th/ep. 71-184 and 5th/e p. 205",Psychiatry,Treatment
14eb8174-d67a-453e-821c-ed4a94e18b9d,Which of the following is/are included in bipolar disorders:,Hypomania,Cyclothymia,Paranoid disorder,Option 1 and 2,3,multi,Hypomanic episode and cyclothymia have been classified under bipolar disorders,Psychiatry,Mood Disorders
4541d22f-e894-478e-9dd2-71f6e4f89bad,"All of the following are treatment modalities are used in Generalized Anxiety Disorder, EXCEPT",Antidepressants,Electroconvulsive therapy,Cognitive behavioral therapy,Caffeine,3,multi,"(D) Caffeine # Generalized Anxiety Disorder Treatment> Goal of treatment is to help you function well during day-to-day life. Cognitive-behavioral therapy (CBT) and medications are the mainstays of treatment.> Medications are an important part of treatment. Once you start them, do not suddenly stop without talking with your health care provider. Medications that may be used include: Selective serotonin reuptake inhibitors (SSRIs) are usually the first choice in medications. Serotonin-norepinephrine reuptake inhibitors (SNRIs) are another choice. Other antidepressants and some antiseizure drugs may be used for severe cases. Benzodiazepines such as alprazolam (Xanax), clonazepam (Klonopin), and lorazepam (Ativan) may be used if antidepressants don't help enough with symptoms. Long-term dependence on these drugs is a concern. Short-term memory problems may also develop with long-term use. A medication called buspirone may also be used.> Cognitive-behavioral therapies should be used together with drug therapy. Ten to 20 visits with a mental health professional should take place over a number of weeks. Common parts of this therapy include: Gaining an understanding of, and control over distorted views of life stressors, such as other people's behavior o' life events. Learning to recognize and replace panic-causing thoughts, decreasing the sense of helplessness. Learning stress management and relaxation techniques to help when symptoms occur. Learning not to quickly think that minor worries will develop into very bad problems.> Avoiding caffeine, illicit drugs, and even some cold medicines may also help reduce symptoms.> A healthy lifestyle that includes exercise, enough rest, and good nutrition can help reduce the impact of anxiety.",Psychiatry,Miscellaneous
a2cb9140-c754-48ab-af35-a3965738dfa6,A 17-year-old with schizophrenia recently staed on antipsychotics is brought to casualty with neck rigidity. He has,Dystonia,Catatonia,Neuroleptic malignant syndrome,Tardive dyskinesia,0,single,"* <48 hours of staing antipsychotics * M.C in======Younger black males * If a patient develops dystonia he is more prone for eps Patient considers this as an Allergic reaction , thereby may stop drugs Layryngeal dystonia is a Psychiatric emergency, should be treated with IV lorazepam TREATMENT * Diphenhydramine * Benztropine mesylate * Prophylactic anticholinergics helps Ref.Kaplon and sadock, synopsis of psychiatry, 11 th edition, pg no. 923",Psychiatry,Pharmacotherapy in psychiatry
df5cbd03-966b-4999-b7d1-bae3021e95ec,A man is found to be always punctual and frugal. He is quite distressed about small detions and mistakes from others. He is noticed to keep things clean and organized manner. His relatives inform that he always has been like this and sometimes causing significant distress to people around him. This could be the presentation in which of the following clinical scenarios?,Asperger's syndrome,Anxious avoidant personality disorder,Obsessive compulsive personality disorder,Tourette's disorder,2,multi,Obsessive compulsive personality disorder (OCPD) is not OCD. OCPD is also called as Anankastic personality disorder. It comes under cluster C of the DSM 5 criteria. Impoant features seen in OCPD: Stickler to rules and regulations Specific about minor details Preoccupied to cleanliness Prefer organized and planned schedule - uncomfoable with sudden changes Frugality Lack of flexibility,Psychiatry,Child Psychiatry
748f7d36-3003-4c7c-a466-3136f543c0b4,Schizophrenia drugs mainly act on,D1 dopamine receptors,D2 dopamine receptors,D3 dopamine receptors,Ach receptors,1,single,"Dopamine Hypothesis states In schizophrenia, there is an imbalance of dopamine transmission with dopaminergic hyperactivity in subcoical regions but hypoactivity in prefrontal coical regions. Antipsychotics reduce psychotic symptoms by decreasing dopamine activity, their potency is highly correlated with the drug's affinity for D2 receptors. PET studies indicate that dopamine receptor antagonists are effective when approximately 80 percent* of D2 receptors in the striatum are occupied. Higher occupancy rates are associated with more extrapyramidal side effects*(less common with Atypical/ second generation Antipsychotics) Reference: Page No.1491 chap.12.6 Cellular and Molecular Neuropathology of Schizophrenia P.3111 chap 31.17 First-Generation Antipsychotics(Kaplan & Sadock's Comprehensive Textbook of Psychiatry, 9th Edition)",Psychiatry,All India exam
e63aac4c-c057-4fd1-8acc-bad7e562d264,Schizoid personality disorder all are seen except-,Aloof & detached,Prone to fantasy,Suspicious,Introspective,2,multi,"Ans. is 'c' i.e., Suspicious o In schizoid personality disorder, there is excessive preoccupation with fan tansy and introspection and the person is markedly detached from others,o Suspiciousness is seen in paranoid personality disorder.o Schizoid personality disorder: - A person with this disorder is markedly detached from other and has little desire for close relationships. They prefer solitary intellectual activities in which they may excel. The person's life is marked by little pleasure in activities. There is excessive preoccupation with fantasy and introspection. Criticism or praise do not seemingly affect them. The patient shows emotional coldness. There is lack of close friends or confinding relationship.",Psychiatry,Personality Disorders
d355f6e4-a741-4e5d-b7e5-85ed1772004b,Which of the following symptoms must be present for the diagnosis of depressive disorders?,Loss of interest or pleasure,Recurrent suicidal tendencies,Insomnia,Indecisiveness,0,single,"According to DMS - IV and DSM - V, to diagnose depression at least one of the following two symptoms should be present (1) Depressed mood (2) Loss of interest or pleasure",Psychiatry,Mood Disorders
2909d8a6-84e8-4430-b627-7f0a3a1cf175,"An IT employee after taking up the job is feeling guilty, hopeless and not able to concentrate on work. His symptoms started 3 years back when he entered college. Likely diagnosis?",Depressive disorder,Dysthymia,Adjustment disorder,Cyclothymia,1,single,"ANS. BSymptoms of hopelessness, guilt and loss of concentration for more than 2 years is called dysthymia.",Psychiatry,Anxiety & Stress
47d87b3c-dae7-4ac9-9a98-95e8f3e5516e,Nihilistic delusion is?,False feeling of remorse of guilt,False belief about severe medical illness,False belief that world is about to end,False belief that one is infested with small but visible organisms,2,multi,"Ans. is 'c' i.e. False belief that world is about to end Nihilistic delusions* False belief that oneself, others or the world is non-existent or about to end. There are pessimistic ideas that the patient's career is finished, he is about to die, world is doomed. These occur in severe depression.* If nihilistic delusions are accompanied by ideas concerning bodily function failure, e.g., putrefaction of intestines, etc., the syndrome is called COTARD's SYNDROME.Other options* False feeling of remorse of guilt - Delusion of self accusation or guilt* False belief about severe medical illness - Hypochondriacal delusions* False belief that one is infested with small but visible organisms - Delusion of infestations (Ekbom syndrome)",Psychiatry,Miscellaneous
b7e35246-8270-4382-b6c6-cd9fbc386f5c,Somatic symptoms of Depression include all except,Feelings of guilt,Reduced libido,Insomnia,Weight change,0,multi,(A) Feelings of guilt> Somatic symptoms of Depression include the following conditions such as the: Reduced libido; Insomnia; Weight change.,Psychiatry,Miscellaneous
ae035a9d-8c31-4bfe-85ca-e794d5d99e99,Management of violent patient in psychiatry is treated with all except:-,BZD,CBT,ECT,Haloperidol,1,multi,"Usually a violent patient in Psychiatry comes with a condition of mania or schizophrenia. CBT (cognitive behavioral therapy)takes longer i.e. months of therapy so can't be used in an emergency management of a violent patient. Cognitive behavioral therapy (CBT) is usually a sho-term approach, typically with 12 to 20 sessions. * CBT is a collaborative, structured, and goal-oriented intervention that targets core components of a given disorder. BZD can be used to decrease agitation ECT(Electro convulsive therapy) can bring the symptoms down immediately. Haloperidol inj. can be used in the treatment of acute agitation and it is considered as the best treatment for acute agitation",Psychiatry,FMGE 2018
d5ec916f-9114-4cc3-81da-d2100cd884e8,"A 40-year-old woman is brought by her husband for complaint of abnormal behavior. During the interview, she laughs and cries with a very sho period of time spontaneously. Her affect is best described as?",Apathy,Blunted affect,Euthymic affect,Labile affect,3,single,"Labile affect Labile mood Sudden alterations in emotional responses, not related to environmental events Alternates between euphoric and dysphoric moods Apathy: Lack of concern Blunted affect: Greatly decreased display of emotional responses Euthymic: Normal mood, with no significant depression or elevation of mood",Psychiatry,Schizophrenia Spectrum and Other Psychotic Disorders
3f262099-0c52-46be-a5c5-c4554016d054,Semen squeeze:,Erectile dysfunction,Premature ejaculation,Retrograde ejaculation,Antegrade ejaculation,1,single,"Ans. b. Premature ejaculationRef: Kaplan Step 2 CK Lecture Notes 2018 of Psychiatry; Page No- 80-82The treatment of premature ejaculation typically consists of behavioral techniques aimed at prolonging the time before ejaculation occurs. These include the squeeze-and-go technique.Choices plethysmography and postage stamp are for the diagnosis of erectile dysfunction.Dilators are for the treatment of pain/penetration disorder.SEXUAL DYSFUNCTIONSPhaseCharacteristicsDisorderTreatmentDesireFocuses on the patient's drives,motivation, and desires*. Hypoactive sexual desire: Patients have a decrease or absence of sexual fantasies, desires, etc.*. Sexual aversion: A complete aversion to all sexual contactAddress issues with patient, such as feelings of guilt, poor self-esteem, homosexual impulses, etc. Couples therapy may be indicated if due to marital conflictArousalConsists of a sense of sexual pleasure with accompanying physiologic changes*. Female sexual arousal: Persistent failure to achieve or maintain adequate lubrication during the sexual act*. Impotence: Persistent or recurrent inability to attain or maintain adequate erection until completion of the sexual actAddress issues of guilt, anxiety, and fear. Evaluate for use of medications that cause vaginal dryness, such as antihistamines or anticholinergics. Instruct in relaxation techniques Must rule out if organic versus psychological. Consider plethysmography or postage stamp testOrgasmPhysiologic state in which sexual tension is released and contractions are produced in various organs*. Female orgasmic disorder and delayed ejaculation: Recurrent or persistent inability to achieve an orgasm either through masturbation or sexual intercourse*. Premature ejaculation: Ejaculation beforeJihe man wishes tadcL. so, before penetration, or just after penetrationAddress issues of guilt, fear of impregnation, etc. Treatment includes use of vibrators, education, andfantasyConsider behavioral techniques such as squeeze and stop-and-go. Address Tss.ues.af.anxLety.aboutthe5exuaJ act Consider the use of SSRIs to delay ejaculationPainSubjective sense of pain associated with the sexual act. Most likely due to dynamic factors*. Genito-pelvic pain disorder: Pain associated with sexual intercourse in either male or female. Not diagnosed when organic cause has been found or if due to lack of vaginal lubrication*. Penetration disorder: Involuntary constriction of the outer one-third of the vagina that interferes with the sexual actHelp the woman deal with issues of anxiety and tension about the sexual act.Behavioral techniques, such as the use of dilators and relaxation. Address issues of fear of impregnation, strict upbringing, religion, etc.",Psychiatry,Sexual Disorders
